distance	O_AE_s1	O_pp_s1	O_AE_s2	O_pp_s2	O_AE_p1	O_pp_p1	O_AE_p2	O_pp_p2
4.30E-04	4.38E-03	-8.53E-04	3.59E-03	-7.62E-04	3.34E-06	4.29E-07	3.92E-06	4.77E-07
4.33E-04	4.41E-03	-8.59E-04	3.61E-03	-7.68E-04	3.38E-06	4.35E-07	3.98E-06	4.83E-07
4.37E-04	4.44E-03	-8.65E-04	3.64E-03	-7.73E-04	3.43E-06	4.42E-07	4.03E-06	4.90E-07
4.40E-04	4.47E-03	-8.71E-04	3.66E-03	-7.79E-04	3.48E-06	4.48E-07	4.08E-06	4.97E-07
4.43E-04	4.51E-03	-8.78E-04	3.69E-03	-7.84E-04	3.52E-06	4.54E-07	4.14E-06	5.05E-07
4.46E-04	4.54E-03	-8.84E-04	3.72E-03	-7.90E-04	3.57E-06	4.61E-07	4.19E-06	5.12E-07
4.49E-04	4.57E-03	-8.90E-04	3.74E-03	-7.95E-04	3.62E-06	4.67E-07	4.25E-06	5.19E-07
4.52E-04	4.60E-03	-8.96E-04	3.77E-03	-8.01E-04	3.67E-06	4.74E-07	4.31E-06	5.26E-07
4.55E-04	4.63E-03	-9.03E-04	3.79E-03	-8.07E-04	3.71E-06	4.81E-07	4.36E-06	5.34E-07
4.59E-04	4.67E-03	-9.09E-04	3.82E-03	-8.12E-04	3.76E-06	4.88E-07	4.42E-06	5.41E-07
4.62E-04	4.70E-03	-9.15E-04	3.85E-03	-8.18E-04	3.81E-06	4.94E-07	4.48E-06	5.49E-07
4.65E-04	4.73E-03	-9.22E-04	3.87E-03	-8.24E-04	3.86E-06	5.01E-07	4.54E-06	5.57E-07
4.68E-04	4.76E-03	-9.28E-04	3.90E-03	-8.29E-04	3.91E-06	5.08E-07	4.60E-06	5.64E-07
4.72E-04	4.80E-03	-9.35E-04	3.93E-03	-8.35E-04	3.96E-06	5.15E-07	4.66E-06	5.72E-07
4.75E-04	4.83E-03	-9.41E-04	3.95E-03	-8.41E-04	4.02E-06	5.23E-07	4.72E-06	5.80E-07
4.78E-04	4.86E-03	-9.48E-04	3.98E-03	-8.47E-04	4.07E-06	5.30E-07	4.78E-06	5.88E-07
4.81E-04	4.90E-03	-9.54E-04	4.01E-03	-8.52E-04	4.12E-06	5.37E-07	4.84E-06	5.96E-07
4.85E-04	4.93E-03	-9.61E-04	4.04E-03	-8.58E-04	4.17E-06	5.44E-07	4.91E-06	6.04E-07
4.88E-04	4.96E-03	-9.67E-04	4.06E-03	-8.64E-04	4.23E-06	5.52E-07	4.97E-06	6.13E-07
4.91E-04	5.00E-03	-9.74E-04	4.09E-03	-8.70E-04	4.28E-06	5.60E-07	5.03E-06	6.21E-07
4.95E-04	5.03E-03	-9.80E-04	4.12E-03	-8.76E-04	4.34E-06	5.67E-07	5.10E-06	6.30E-07
4.98E-04	5.06E-03	-9.87E-04	4.15E-03	-8.82E-04	4.39E-06	5.75E-07	5.16E-06	6.38E-07
5.01E-04	5.10E-03	-9.94E-04	4.17E-03	-8.88E-04	4.45E-06	5.83E-07	5.23E-06	6.47E-07
5.05E-04	5.13E-03	-1.00E-03	4.20E-03	-8.94E-04	4.51E-06	5.91E-07	5.30E-06	6.56E-07
5.08E-04	5.17E-03	-1.01E-03	4.23E-03	-9.00E-04	4.56E-06	5.99E-07	5.36E-06	6.65E-07
5.12E-04	5.20E-03	-1.01E-03	4.26E-03	-9.06E-04	4.62E-06	6.07E-07	5.43E-06	6.74E-07
5.15E-04	5.24E-03	-1.02E-03	4.29E-03	-9.12E-04	4.68E-06	6.15E-07	5.50E-06	6.83E-07
5.18E-04	5.27E-03	-1.03E-03	4.32E-03	-9.18E-04	4.74E-06	6.23E-07	5.57E-06	6.92E-07
5.22E-04	5.31E-03	-1.03E-03	4.34E-03	-9.24E-04	4.80E-06	6.31E-07	5.64E-06	7.01E-07
5.25E-04	5.34E-03	-1.04E-03	4.37E-03	-9.30E-04	4.86E-06	6.40E-07	5.71E-06	7.10E-07
5.29E-04	5.38E-03	-1.05E-03	4.40E-03	-9.37E-04	4.92E-06	6.48E-07	5.78E-06	7.20E-07
5.32E-04	5.41E-03	-1.06E-03	4.43E-03	-9.43E-04	4.98E-06	6.57E-07	5.86E-06	7.29E-07
5.36E-04	5.45E-03	-1.06E-03	4.46E-03	-9.49E-04	5.05E-06	6.66E-07	5.93E-06	7.39E-07
5.39E-04	5.48E-03	-1.07E-03	4.49E-03	-9.55E-04	5.11E-06	6.74E-07	6.00E-06	7.49E-07
5.43E-04	5.52E-03	-1.08E-03	4.52E-03	-9.62E-04	5.17E-06	6.83E-07	6.08E-06	7.59E-07
5.47E-04	5.55E-03	-1.08E-03	4.55E-03	-9.68E-04	5.24E-06	6.92E-07	6.15E-06	7.69E-07
5.50E-04	5.59E-03	-1.09E-03	4.58E-03	-9.74E-04	5.30E-06	7.01E-07	6.23E-06	7.79E-07
5.54E-04	5.63E-03	-1.10E-03	4.61E-03	-9.81E-04	5.37E-06	7.11E-07	6.31E-06	7.89E-07
5.57E-04	5.66E-03	-1.10E-03	4.64E-03	-9.87E-04	5.43E-06	7.20E-07	6.39E-06	7.99E-07
5.61E-04	5.70E-03	-1.11E-03	4.67E-03	-9.93E-04	5.50E-06	7.29E-07	6.46E-06	8.10E-07
5.65E-04	5.74E-03	-1.12E-03	4.70E-03	-1.00E-03	5.57E-06	7.39E-07	6.54E-06	8.20E-07
5.68E-04	5.77E-03	-1.13E-03	4.73E-03	-1.01E-03	5.64E-06	7.48E-07	6.62E-06	8.31E-07
5.72E-04	5.81E-03	-1.13E-03	4.76E-03	-1.01E-03	5.71E-06	7.58E-07	6.70E-06	8.42E-07
5.76E-04	5.85E-03	-1.14E-03	4.79E-03	-1.02E-03	5.77E-06	7.68E-07	6.79E-06	8.53E-07
5.79E-04	5.89E-03	-1.15E-03	4.82E-03	-1.03E-03	5.85E-06	7.78E-07	6.87E-06	8.64E-07
5.83E-04	5.92E-03	-1.16E-03	4.85E-03	-1.03E-03	5.92E-06	7.88E-07	6.95E-06	8.75E-07
5.87E-04	5.96E-03	-1.16E-03	4.88E-03	-1.04E-03	5.99E-06	7.98E-07	7.04E-06	8.86E-07
5.90E-04	6.00E-03	-1.17E-03	4.91E-03	-1.05E-03	6.06E-06	8.08E-07	7.12E-06	8.97E-07
5.94E-04	6.04E-03	-1.18E-03	4.94E-03	-1.05E-03	6.13E-06	8.18E-07	7.21E-06	9.09E-07
5.98E-04	6.07E-03	-1.19E-03	4.97E-03	-1.06E-03	6.21E-06	8.29E-07	7.30E-06	9.20E-07
6.02E-04	6.11E-03	-1.19E-03	5.01E-03	-1.07E-03	6.28E-06	8.39E-07	7.38E-06	9.32E-07
6.06E-04	6.15E-03	-1.20E-03	5.04E-03	-1.07E-03	6.36E-06	8.50E-07	7.47E-06	9.44E-07
6.09E-04	6.19E-03	-1.21E-03	5.07E-03	-1.08E-03	6.43E-06	8.61E-07	7.56E-06	9.56E-07
6.13E-04	6.23E-03	-1.22E-03	5.10E-03	-1.09E-03	6.51E-06	8.72E-07	7.65E-06	9.68E-07
6.17E-04	6.27E-03	-1.22E-03	5.13E-03	-1.09E-03	6.59E-06	8.83E-07	7.74E-06	9.80E-07
6.21E-04	6.31E-03	-1.23E-03	5.16E-03	-1.10E-03	6.67E-06	8.94E-07	7.84E-06	9.92E-07
6.25E-04	6.35E-03	-1.24E-03	5.20E-03	-1.11E-03	6.75E-06	9.05E-07	7.93E-06	1.00E-06
6.29E-04	6.38E-03	-1.25E-03	5.23E-03	-1.11E-03	6.83E-06	9.16E-07	8.02E-06	1.02E-06
6.33E-04	6.42E-03	-1.25E-03	5.26E-03	-1.12E-03	6.91E-06	9.28E-07	8.12E-06	1.03E-06
6.37E-04	6.46E-03	-1.26E-03	5.29E-03	-1.13E-03	6.99E-06	9.39E-07	8.22E-06	1.04E-06
6.41E-04	6.50E-03	-1.27E-03	5.33E-03	-1.13E-03	7.07E-06	9.51E-07	8.31E-06	1.06E-06
6.45E-04	6.54E-03	-1.28E-03	5.36E-03	-1.14E-03	7.16E-06	9.63E-07	8.41E-06	1.07E-06
6.49E-04	6.58E-03	-1.29E-03	5.39E-03	-1.15E-03	7.24E-06	9.75E-07	8.51E-06	1.08E-06
6.53E-04	6.62E-03	-1.29E-03	5.42E-03	-1.16E-03	7.33E-06	9.87E-07	8.61E-06	1.10E-06
6.57E-04	6.66E-03	-1.30E-03	5.46E-03	-1.16E-03	7.41E-06	9.99E-07	8.71E-06	1.11E-06
6.61E-04	6.71E-03	-1.31E-03	5.49E-03	-1.17E-03	7.50E-06	1.01E-06	8.81E-06	1.12E-06
6.65E-04	6.75E-03	-1.32E-03	5.52E-03	-1.18E-03	7.59E-06	1.02E-06	8.92E-06	1.14E-06
6.69E-04	6.79E-03	-1.33E-03	5.56E-03	-1.18E-03	7.67E-06	1.04E-06	9.02E-06	1.15E-06
6.73E-04	6.83E-03	-1.33E-03	5.59E-03	-1.19E-03	7.76E-06	1.05E-06	9.12E-06	1.16E-06
6.77E-04	6.87E-03	-1.34E-03	5.63E-03	-1.20E-03	7.85E-06	1.06E-06	9.23E-06	1.18E-06
6.81E-04	6.91E-03	-1.35E-03	5.66E-03	-1.21E-03	7.95E-06	1.07E-06	9.34E-06	1.19E-06
6.85E-04	6.95E-03	-1.36E-03	5.69E-03	-1.21E-03	8.04E-06	1.09E-06	9.45E-06	1.21E-06
6.89E-04	6.99E-03	-1.37E-03	5.73E-03	-1.22E-03	8.13E-06	1.10E-06	9.55E-06	1.22E-06
6.93E-04	7.04E-03	-1.37E-03	5.76E-03	-1.23E-03	8.22E-06	1.11E-06	9.67E-06	1.24E-06
6.98E-04	7.08E-03	-1.38E-03	5.80E-03	-1.24E-03	8.32E-06	1.13E-06	9.78E-06	1.25E-06
7.02E-04	7.12E-03	-1.39E-03	5.83E-03	-1.24E-03	8.41E-06	1.14E-06	9.89E-06	1.27E-06
7.06E-04	7.16E-03	-1.40E-03	5.87E-03	-1.25E-03	8.51E-06	1.16E-06	1.00E-05	1.28E-06
7.10E-04	7.21E-03	-1.41E-03	5.90E-03	-1.26E-03	8.61E-06	1.17E-06	1.01E-05	1.30E-06
7.15E-04	7.25E-03	-1.42E-03	5.94E-03	-1.27E-03	8.71E-06	1.18E-06	1.02E-05	1.31E-06
7.19E-04	7.29E-03	-1.42E-03	5.97E-03	-1.27E-03	8.81E-06	1.20E-06	1.04E-05	1.33E-06
7.23E-04	7.34E-03	-1.43E-03	6.01E-03	-1.28E-03	8.91E-06	1.21E-06	1.05E-05	1.35E-06
7.27E-04	7.38E-03	-1.44E-03	6.04E-03	-1.29E-03	9.01E-06	1.23E-06	1.06E-05	1.36E-06
7.32E-04	7.42E-03	-1.45E-03	6.08E-03	-1.30E-03	9.11E-06	1.24E-06	1.07E-05	1.38E-06
7.36E-04	7.47E-03	-1.46E-03	6.11E-03	-1.30E-03	9.22E-06	1.26E-06	1.08E-05	1.39E-06
7.41E-04	7.51E-03	-1.47E-03	6.15E-03	-1.31E-03	9.32E-06	1.27E-06	1.10E-05	1.41E-06
7.45E-04	7.55E-03	-1.48E-03	6.19E-03	-1.32E-03	9.43E-06	1.29E-06	1.11E-05	1.43E-06
7.49E-04	7.60E-03	-1.49E-03	6.22E-03	-1.33E-03	9.53E-06	1.30E-06	1.12E-05	1.44E-06
7.54E-04	7.64E-03	-1.49E-03	6.26E-03	-1.33E-03	9.64E-06	1.32E-06	1.13E-05	1.46E-06
7.58E-04	7.69E-03	-1.50E-03	6.30E-03	-1.34E-03	9.75E-06	1.33E-06	1.15E-05	1.48E-06
7.63E-04	7.73E-03	-1.51E-03	6.33E-03	-1.35E-03	9.86E-06	1.35E-06	1.16E-05	1.50E-06
7.67E-04	7.78E-03	-1.52E-03	6.37E-03	-1.36E-03	9.97E-06	1.36E-06	1.17E-05	1.51E-06
7.72E-04	7.82E-03	-1.53E-03	6.41E-03	-1.37E-03	1.01E-05	1.38E-06	1.18E-05	1.53E-06
7.76E-04	7.87E-03	-1.54E-03	6.44E-03	-1.37E-03	1.02E-05	1.40E-06	1.20E-05	1.55E-06
7.81E-04	7.91E-03	-1.55E-03	6.48E-03	-1.38E-03	1.03E-05	1.41E-06	1.21E-05	1.57E-06
7.85E-04	7.96E-03	-1.56E-03	6.52E-03	-1.39E-03	1.04E-05	1.43E-06	1.22E-05	1.59E-06
7.90E-04	8.01E-03	-1.57E-03	6.56E-03	-1.40E-03	1.05E-05	1.45E-06	1.24E-05	1.61E-06
7.94E-04	8.05E-03	-1.57E-03	6.59E-03	-1.41E-03	1.07E-05	1.46E-06	1.25E-05	1.62E-06
7.99E-04	8.10E-03	-1.58E-03	6.63E-03	-1.41E-03	1.08E-05	1.48E-06	1.27E-05	1.64E-06
8.04E-04	8.15E-03	-1.59E-03	6.67E-03	-1.42E-03	1.09E-05	1.50E-06	1.28E-05	1.66E-06
8.08E-04	8.19E-03	-1.60E-03	6.71E-03	-1.43E-03	1.10E-05	1.51E-06	1.29E-05	1.68E-06
8.13E-04	8.24E-03	-1.61E-03	6.75E-03	-1.44E-03	1.11E-05	1.53E-06	1.31E-05	1.70E-06
8.18E-04	8.29E-03	-1.62E-03	6.79E-03	-1.45E-03	1.13E-05	1.55E-06	1.32E-05	1.72E-06
8.22E-04	8.33E-03	-1.63E-03	6.82E-03	-1.46E-03	1.14E-05	1.57E-06	1.34E-05	1.74E-06
8.27E-04	8.38E-03	-1.64E-03	6.86E-03	-1.46E-03	1.15E-05	1.59E-06	1.35E-05	1.76E-06
8.32E-04	8.43E-03	-1.65E-03	6.90E-03	-1.47E-03	1.16E-05	1.60E-06	1.37E-05	1.78E-06
8.37E-04	8.48E-03	-1.66E-03	6.94E-03	-1.48E-03	1.18E-05	1.62E-06	1.38E-05	1.80E-06
8.41E-04	8.52E-03	-1.67E-03	6.98E-03	-1.49E-03	1.19E-05	1.64E-06	1.40E-05	1.82E-06
8.46E-04	8.57E-03	-1.68E-03	7.02E-03	-1.50E-03	1.20E-05	1.66E-06	1.41E-05	1.84E-06
8.51E-04	8.62E-03	-1.69E-03	7.06E-03	-1.51E-03	1.22E-05	1.68E-06	1.43E-05	1.86E-06
8.56E-04	8.67E-03	-1.70E-03	7.10E-03	-1.52E-03	1.23E-05	1.70E-06	1.44E-05	1.88E-06
8.61E-04	8.72E-03	-1.71E-03	7.14E-03	-1.52E-03	1.24E-05	1.72E-06	1.46E-05	1.91E-06
8.66E-04	8.77E-03	-1.72E-03	7.18E-03	-1.53E-03	1.26E-05	1.74E-06	1.48E-05	1.93E-06
8.71E-04	8.82E-03	-1.73E-03	7.22E-03	-1.54E-03	1.27E-05	1.76E-06	1.49E-05	1.95E-06
8.75E-04	8.87E-03	-1.74E-03	7.26E-03	-1.55E-03	1.28E-05	1.78E-06	1.51E-05	1.97E-06
8.80E-04	8.92E-03	-1.74E-03	7.30E-03	-1.56E-03	1.30E-05	1.80E-06	1.52E-05	1.99E-06
8.85E-04	8.97E-03	-1.75E-03	7.34E-03	-1.57E-03	1.31E-05	1.82E-06	1.54E-05	2.02E-06
8.90E-04	9.02E-03	-1.76E-03	7.38E-03	-1.58E-03	1.33E-05	1.84E-06	1.56E-05	2.04E-06
8.95E-04	9.07E-03	-1.77E-03	7.42E-03	-1.59E-03	1.34E-05	1.86E-06	1.57E-05	2.06E-06
9.00E-04	9.12E-03	-1.78E-03	7.47E-03	-1.59E-03	1.35E-05	1.88E-06	1.59E-05	2.09E-06
9.05E-04	9.17E-03	-1.79E-03	7.51E-03	-1.60E-03	1.37E-05	1.90E-06	1.61E-05	2.11E-06
9.11E-04	9.22E-03	-1.80E-03	7.55E-03	-1.61E-03	1.38E-05	1.92E-06	1.63E-05	2.13E-06
9.16E-04	9.27E-03	-1.81E-03	7.59E-03	-1.62E-03	1.40E-05	1.94E-06	1.64E-05	2.16E-06
9.21E-04	9.32E-03	-1.82E-03	7.63E-03	-1.63E-03	1.41E-05	1.96E-06	1.66E-05	2.18E-06
9.26E-04	9.37E-03	-1.84E-03	7.67E-03	-1.64E-03	1.43E-05	1.99E-06	1.68E-05	2.21E-06
9.31E-04	9.42E-03	-1.85E-03	7.72E-03	-1.65E-03	1.44E-05	2.01E-06	1.70E-05	2.23E-06
9.36E-04	9.48E-03	-1.86E-03	7.76E-03	-1.66E-03	1.46E-05	2.03E-06	1.71E-05	2.26E-06
9.41E-04	9.53E-03	-1.87E-03	7.80E-03	-1.67E-03	1.47E-05	2.05E-06	1.73E-05	2.28E-06
9.47E-04	9.58E-03	-1.88E-03	7.85E-03	-1.68E-03	1.49E-05	2.08E-06	1.75E-05	2.31E-06
9.52E-04	9.63E-03	-1.89E-03	7.89E-03	-1.69E-03	1.51E-05	2.10E-06	1.77E-05	2.33E-06
9.57E-04	9.69E-03	-1.90E-03	7.93E-03	-1.70E-03	1.52E-05	2.12E-06	1.79E-05	2.36E-06
9.62E-04	9.74E-03	-1.91E-03	7.98E-03	-1.70E-03	1.54E-05	2.15E-06	1.81E-05	2.38E-06
9.68E-04	9.79E-03	-1.92E-03	8.02E-03	-1.71E-03	1.56E-05	2.17E-06	1.83E-05	2.41E-06
9.73E-04	9.85E-03	-1.93E-03	8.06E-03	-1.72E-03	1.57E-05	2.19E-06	1.85E-05	2.44E-06
9.78E-04	9.90E-03	-1.94E-03	8.11E-03	-1.73E-03	1.59E-05	2.22E-06	1.87E-05	2.46E-06
9.84E-04	9.95E-03	-1.95E-03	8.15E-03	-1.74E-03	1.61E-05	2.24E-06	1.89E-05	2.49E-06
9.89E-04	1.00E-02	-1.96E-03	8.20E-03	-1.75E-03	1.62E-05	2.27E-06	1.91E-05	2.52E-06
9.95E-04	1.01E-02	-1.97E-03	8.24E-03	-1.76E-03	1.64E-05	2.29E-06	1.93E-05	2.55E-06
1.00E-03	1.01E-02	-1.98E-03	8.28E-03	-1.77E-03	1.66E-05	2.32E-06	1.95E-05	2.57E-06
1.01E-03	1.02E-02	-1.99E-03	8.33E-03	-1.78E-03	1.67E-05	2.34E-06	1.97E-05	2.60E-06
1.01E-03	1.02E-02	-2.00E-03	8.37E-03	-1.79E-03	1.69E-05	2.37E-06	1.99E-05	2.63E-06
1.02E-03	1.03E-02	-2.01E-03	8.42E-03	-1.80E-03	1.71E-05	2.40E-06	2.01E-05	2.66E-06
1.02E-03	1.03E-02	-2.03E-03	8.46E-03	-1.81E-03	1.73E-05	2.42E-06	2.03E-05	2.69E-06
1.03E-03	1.04E-02	-2.04E-03	8.51E-03	-1.82E-03	1.75E-05	2.45E-06	2.05E-05	2.72E-06
1.03E-03	1.04E-02	-2.05E-03	8.56E-03	-1.83E-03	1.76E-05	2.47E-06	2.07E-05	2.75E-06
1.04E-03	1.05E-02	-2.06E-03	8.60E-03	-1.84E-03	1.78E-05	2.50E-06	2.09E-05	2.78E-06
1.04E-03	1.06E-02	-2.07E-03	8.65E-03	-1.85E-03	1.80E-05	2.53E-06	2.12E-05	2.81E-06
1.05E-03	1.06E-02	-2.08E-03	8.69E-03	-1.86E-03	1.82E-05	2.56E-06	2.14E-05	2.84E-06
1.06E-03	1.07E-02	-2.09E-03	8.74E-03	-1.87E-03	1.84E-05	2.58E-06	2.16E-05	2.87E-06
1.06E-03	1.07E-02	-2.10E-03	8.79E-03	-1.88E-03	1.86E-05	2.61E-06	2.18E-05	2.90E-06
1.07E-03	1.08E-02	-2.12E-03	8.83E-03	-1.89E-03	1.88E-05	2.64E-06	2.21E-05	2.93E-06
1.07E-03	1.08E-02	-2.13E-03	8.88E-03	-1.90E-03	1.90E-05	2.67E-06	2.23E-05	2.96E-06
1.08E-03	1.09E-02	-2.14E-03	8.93E-03	-1.91E-03	1.92E-05	2.70E-06	2.25E-05	2.99E-06
1.08E-03	1.10E-02	-2.15E-03	8.98E-03	-1.92E-03	1.94E-05	2.73E-06	2.28E-05	3.03E-06
1.09E-03	1.10E-02	-2.16E-03	9.02E-03	-1.93E-03	1.96E-05	2.76E-06	2.30E-05	3.06E-06
1.10E-03	1.11E-02	-2.17E-03	9.07E-03	-1.94E-03	1.98E-05	2.79E-06	2.32E-05	3.09E-06
1.10E-03	1.11E-02	-2.18E-03	9.12E-03	-1.95E-03	2.00E-05	2.82E-06	2.35E-05	3.13E-06
1.11E-03	1.12E-02	-2.20E-03	9.17E-03	-1.96E-03	2.02E-05	2.85E-06	2.37E-05	3.16E-06
1.11E-03	1.13E-02	-2.21E-03	9.22E-03	-1.97E-03	2.04E-05	2.88E-06	2.40E-05	3.19E-06
1.12E-03	1.13E-02	-2.22E-03	9.27E-03	-1.98E-03	2.06E-05	2.91E-06	2.42E-05	3.23E-06
1.13E-03	1.14E-02	-2.23E-03	9.31E-03	-1.99E-03	2.08E-05	2.94E-06	2.44E-05	3.26E-06
1.13E-03	1.14E-02	-2.24E-03	9.36E-03	-2.00E-03	2.10E-05	2.97E-06	2.47E-05	3.30E-06
1.14E-03	1.15E-02	-2.26E-03	9.41E-03	-2.02E-03	2.12E-05	3.00E-06	2.50E-05	3.33E-06
1.14E-03	1.16E-02	-2.27E-03	9.46E-03	-2.03E-03	2.15E-05	3.03E-06	2.52E-05	3.37E-06
1.15E-03	1.16E-02	-2.28E-03	9.51E-03	-2.04E-03	2.17E-05	3.07E-06	2.55E-05	3.40E-06
1.16E-03	1.17E-02	-2.29E-03	9.56E-03	-2.05E-03	2.19E-05	3.10E-06	2.57E-05	3.44E-06
1.16E-03	1.17E-02	-2.30E-03	9.61E-03	-2.06E-03	2.21E-05	3.13E-06	2.60E-05	3.48E-06
1.17E-03	1.18E-02	-2.32E-03	9.66E-03	-2.07E-03	2.23E-05	3.16E-06	2.63E-05	3.51E-06
1.17E-03	1.19E-02	-2.33E-03	9.71E-03	-2.08E-03	2.26E-05	3.20E-06	2.65E-05	3.55E-06
1.18E-03	1.19E-02	-2.34E-03	9.76E-03	-2.09E-03	2.28E-05	3.23E-06	2.68E-05	3.59E-06
1.19E-03	1.20E-02	-2.35E-03	9.81E-03	-2.10E-03	2.30E-05	3.27E-06	2.71E-05	3.63E-06
1.19E-03	1.20E-02	-2.36E-03	9.87E-03	-2.11E-03	2.33E-05	3.30E-06	2.73E-05	3.66E-06
1.20E-03	1.21E-02	-2.38E-03	9.92E-03	-2.12E-03	2.35E-05	3.33E-06	2.76E-05	3.70E-06
1.21E-03	1.22E-02	-2.39E-03	9.97E-03	-2.14E-03	2.37E-05	3.37E-06	2.79E-05	3.74E-06
1.21E-03	1.22E-02	-2.40E-03	1.00E-02	-2.15E-03	2.40E-05	3.41E-06	2.82E-05	3.78E-06
1.22E-03	1.23E-02	-2.42E-03	1.01E-02	-2.16E-03	2.42E-05	3.44E-06	2.85E-05	3.82E-06
1.22E-03	1.24E-02	-2.43E-03	1.01E-02	-2.17E-03	2.45E-05	3.48E-06	2.88E-05	3.86E-06
1.23E-03	1.24E-02	-2.44E-03	1.02E-02	-2.18E-03	2.47E-05	3.51E-06	2.91E-05	3.90E-06
1.24E-03	1.25E-02	-2.45E-03	1.02E-02	-2.19E-03	2.50E-05	3.55E-06	2.93E-05	3.94E-06
1.24E-03	1.26E-02	-2.47E-03	1.03E-02	-2.20E-03	2.52E-05	3.59E-06	2.96E-05	3.98E-06
1.25E-03	1.26E-02	-2.48E-03	1.03E-02	-2.21E-03	2.55E-05	3.63E-06	2.99E-05	4.02E-06
1.26E-03	1.27E-02	-2.49E-03	1.04E-02	-2.23E-03	2.57E-05	3.66E-06	3.02E-05	4.07E-06
1.26E-03	1.28E-02	-2.50E-03	1.04E-02	-2.24E-03	2.60E-05	3.70E-06	3.06E-05	4.11E-06
1.27E-03	1.28E-02	-2.52E-03	1.05E-02	-2.25E-03	2.63E-05	3.74E-06	3.09E-05	4.15E-06
1.28E-03	1.29E-02	-2.53E-03	1.05E-02	-2.26E-03	2.65E-05	3.78E-06	3.12E-05	4.20E-06
1.28E-03	1.29E-02	-2.54E-03	1.06E-02	-2.27E-03	2.68E-05	3.82E-06	3.15E-05	4.24E-06
1.29E-03	1.30E-02	-2.56E-03	1.07E-02	-2.28E-03	2.71E-05	3.86E-06	3.18E-05	4.28E-06
1.30E-03	1.31E-02	-2.57E-03	1.07E-02	-2.30E-03	2.73E-05	3.90E-06	3.21E-05	4.33E-06
1.30E-03	1.31E-02	-2.58E-03	1.08E-02	-2.31E-03	2.76E-05	3.94E-06	3.24E-05	4.37E-06
1.31E-03	1.32E-02	-2.60E-03	1.08E-02	-2.32E-03	2.79E-05	3.98E-06	3.28E-05	4.42E-06
1.32E-03	1.33E-02	-2.61E-03	1.09E-02	-2.33E-03	2.82E-05	4.02E-06	3.31E-05	4.46E-06
1.32E-03	1.34E-02	-2.62E-03	1.09E-02	-2.34E-03	2.84E-05	4.06E-06	3.34E-05	4.51E-06
1.33E-03	1.34E-02	-2.64E-03	1.10E-02	-2.36E-03	2.87E-05	4.10E-06	3.38E-05	4.56E-06
1.34E-03	1.35E-02	-2.65E-03	1.10E-02	-2.37E-03	2.90E-05	4.15E-06	3.41E-05	4.60E-06
1.34E-03	1.36E-02	-2.66E-03	1.11E-02	-2.38E-03	2.93E-05	4.19E-06	3.44E-05	4.65E-06
1.35E-03	1.36E-02	-2.68E-03	1.12E-02	-2.39E-03	2.96E-05	4.23E-06	3.48E-05	4.70E-06
1.36E-03	1.37E-02	-2.69E-03	1.12E-02	-2.41E-03	2.99E-05	4.28E-06	3.51E-05	4.75E-06
1.37E-03	1.38E-02	-2.71E-03	1.13E-02	-2.42E-03	3.02E-05	4.32E-06	3.55E-05	4.80E-06
1.37E-03	1.38E-02	-2.72E-03	1.13E-02	-2.43E-03	3.05E-05	4.36E-06	3.58E-05	4.85E-06
1.38E-03	1.39E-02	-2.73E-03	1.14E-02	-2.44E-03	3.08E-05	4.41E-06	3.62E-05	4.89E-06
1.39E-03	1.40E-02	-2.75E-03	1.14E-02	-2.45E-03	3.11E-05	4.45E-06	3.65E-05	4.94E-06
1.39E-03	1.40E-02	-2.76E-03	1.15E-02	-2.47E-03	3.14E-05	4.50E-06	3.69E-05	5.00E-06
1.40E-03	1.41E-02	-2.78E-03	1.16E-02	-2.48E-03	3.17E-05	4.55E-06	3.73E-05	5.05E-06
1.41E-03	1.42E-02	-2.79E-03	1.16E-02	-2.49E-03	3.20E-05	4.59E-06	3.76E-05	5.10E-06
1.41E-03	1.43E-02	-2.80E-03	1.17E-02	-2.51E-03	3.23E-05	4.64E-06	3.80E-05	5.15E-06
1.42E-03	1.43E-02	-2.82E-03	1.17E-02	-2.52E-03	3.27E-05	4.69E-06	3.84E-05	5.20E-06
1.43E-03	1.44E-02	-2.83E-03	1.18E-02	-2.53E-03	3.30E-05	4.73E-06	3.88E-05	5.26E-06
1.44E-03	1.45E-02	-2.85E-03	1.18E-02	-2.54E-03	3.33E-05	4.78E-06	3.91E-05	5.31E-06
1.44E-03	1.45E-02	-2.86E-03	1.19E-02	-2.56E-03	3.36E-05	4.83E-06	3.95E-05	5.36E-06
1.45E-03	1.46E-02	-2.88E-03	1.20E-02	-2.57E-03	3.40E-05	4.88E-06	3.99E-05	5.42E-06
1.46E-03	1.47E-02	-2.89E-03	1.20E-02	-2.58E-03	3.43E-05	4.93E-06	4.03E-05	5.47E-06
1.47E-03	1.48E-02	-2.91E-03	1.21E-02	-2.60E-03	3.46E-05	4.98E-06	4.07E-05	5.53E-06
1.47E-03	1.48E-02	-2.92E-03	1.21E-02	-2.61E-03	3.50E-05	5.03E-06	4.11E-05	5.58E-06
1.48E-03	1.49E-02	-2.93E-03	1.22E-02	-2.62E-03	3.53E-05	5.08E-06	4.15E-05	5.64E-06
1.49E-03	1.50E-02	-2.95E-03	1.23E-02	-2.64E-03	3.57E-05	5.13E-06	4.19E-05	5.70E-06
